Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
2016-06-06,159.0,streamflow,10136600,ft3/s,['A'],0
2016-06-07,160.91667,streamflow,10136600,ft3/s,['A'],0
2016-06-08,162.10417,streamflow,10136600,ft3/s,['A'],0
2016-06-09,150.125,streamflow,10136600,ft3/s,['A'],0
2016-06-10,175.8125,streamflow,10136600,ft3/s,['A'],0
2016-06-11,159.32292,streamflow,10136600,ft3/s,['A'],0
2016-06-12,225.08333,streamflow,10136600,ft3/s,['A'],0
2016-06-13,240.875,streamflow,10136600,ft3/s,['A'],0
2016-06-14,252.76042,streamflow,10136600,ft3/s,['A'],0
2016-06-15,236.3125,streamflow,10136600,ft3/s,['A'],0
2016-06-16,176.80208,streamflow,10136600,ft3/s,['A'],0
2016-06-17,154.6875,streamflow,10136600,ft3/s,['A'],0
2016-06-18,118.9375,streamflow,10136600,ft3/s,['A'],0
2016-06-19,120.64687,streamflow,10136600,ft3/s,['A'],0
2016-06-20,177.125,streamflow,10136600,ft3/s,['A'],0
2016-06-21,107.98021,streamflow,10136600,ft3/s,['A'],0
2016-06-22,130.71875,streamflow,10136600,ft3/s,['A'],0
2016-06-23,136.80208,streamflow,10136600,ft3/s,['A'],0
2016-06-24,133.36458,streamflow,10136600,ft3/s,['A'],0
2016-06-25,123.135414,streamflow,10136600,ft3/s,['A'],0
2016-06-26,125.3125,streamflow,10136600,ft3/s,['A'],0
2016-06-27,176.8125,streamflow,10136600,ft3/s,['A'],0
2016-06-28,140.4375,streamflow,10136600,ft3/s,['A'],0
2016-06-29,128.94792,streamflow,10136600,ft3/s,['A'],0
2016-06-30,135.8125,streamflow,10136600,ft3/s,['A'],0
2016-07-01,149.72917,streamflow,10136600,ft3/s,['A'],0
2016-07-02,162.20833,streamflow,10136600,ft3/s,['A'],0
2016-07-03,184.58022,streamflow,10136600,ft3/s,['A'],0
2016-07-04,171.3125,streamflow,10136600,ft3/s,['A'],0
2016-07-05,123.489586,streamflow,10136600,ft3/s,['A'],0
2016-07-06,129.98021,streamflow,10136600,ft3/s,['A'],0
2016-07-07,152.65625,streamflow,10136600,ft3/s,['A'],0
2016-07-08,142.51042,streamflow,10136600,ft3/s,['A'],0
2016-07-09,145.22917,streamflow,10136600,ft3/s,['A'],0
2016-07-10,142.46875,streamflow,10136600,ft3/s,['A'],0
2016-07-11,157.79167,streamflow,10136600,ft3/s,['A'],0
2016-07-12,157.30104,streamflow,10136600,ft3/s,['A'],0
2016-07-13,145.59375,streamflow,10136600,ft3/s,['A'],0
2016-07-14,128.25,streamflow,10136600,ft3/s,['A'],0
2016-07-15,127.56979,streamflow,10136600,ft3/s,['A'],0
2016-07-16,134.92708,streamflow,10136600,ft3/s,['A'],0
2016-07-17,139.125,streamflow,10136600,ft3/s,['A'],0
2016-07-18,157.72917,streamflow,10136600,ft3/s,['A'],0
2016-07-19,156.72604,streamflow,10136600,ft3/s,['A'],0
2016-07-20,143.91667,streamflow,10136600,ft3/s,['A'],0
2016-07-21,107.95937,streamflow,10136600,ft3/s,['A'],0
2016-07-22,92.688545,streamflow,10136600,ft3/s,['A'],0
2016-07-23,122.35208,streamflow,10136600,ft3/s,['A'],0
2016-07-24,165.29167,streamflow,10136600,ft3/s,['A'],0
2016-07-25,163.11458,streamflow,10136600,ft3/s,['A'],0
2016-07-26,127.560104,streamflow,10136600,ft3/s,['A'],0
2016-07-27,116.51354,streamflow,10136600,ft3/s,['A'],0
2016-07-28,120.390625,streamflow,10136600,ft3/s,['A'],0
2016-07-29,118.282295,streamflow,10136600,ft3/s,['A'],0
2016-07-30,110.60729,streamflow,10136600,ft3/s,['A'],0
2016-07-31,118.864586,streamflow,10136600,ft3/s,['A'],0
2016-08-01,122.55312,streamflow,10136600,ft3/s,['A'],0
2016-08-02,97.85104,streamflow,10136600,ft3/s,['A'],0
2016-08-03,115.2875,streamflow,10136600,ft3/s,['A'],0
2016-08-04,115.469795,streamflow,10136600,ft3/s,['A'],0
2016-08-05,108.316666,streamflow,10136600,ft3/s,['A'],0
2016-08-06,134.47917,streamflow,10136600,ft3/s,['A'],0
2016-08-07,170.20938,streamflow,10136600,ft3/s,['A'],0
2016-08-08,119.354164,streamflow,10136600,ft3/s,['A'],0
2016-08-09,120.75938,streamflow,10136600,ft3/s,['A'],0
2016-08-10,110.58437,streamflow,10136600,ft3/s,['A'],0
2016-08-11,138.20729,streamflow,10136600,ft3/s,['A'],0
2016-08-12,154.10417,streamflow,10136600,ft3/s,['A'],0
2016-08-13,140.97917,streamflow,10136600,ft3/s,['A'],0
2016-08-14,111.31979,streamflow,10136600,ft3/s,['A'],0
2016-08-15,85.74687,streamflow,10136600,ft3/s,['A'],0
2016-08-16,98.171875,streamflow,10136600,ft3/s,['A'],0
2016-08-17,117.260414,streamflow,10136600,ft3/s,['A'],0
2016-08-18,114.344795,streamflow,10136600,ft3/s,['A'],0
2016-08-19,113.5625,streamflow,10136600,ft3/s,['A'],0
2016-08-20,131.85417,streamflow,10136600,ft3/s,['A'],0
2016-08-21,131.9375,streamflow,10136600,ft3/s,['A'],0
2016-08-22,132.9427,streamflow,10136600,ft3/s,['A'],0
2016-08-23,114.472916,streamflow,10136600,ft3/s,['A'],0
2016-08-24,101.53854,streamflow,10136600,ft3/s,['A'],0
2016-08-25,105.64375,streamflow,10136600,ft3/s,['A'],0
2016-08-26,118.135414,streamflow,10136600,ft3/s,['A'],0
2016-08-27,138.82292,streamflow,10136600,ft3/s,['A'],0
2016-08-28,129.48958,streamflow,10136600,ft3/s,['A'],0
2016-08-29,106.561455,streamflow,10136600,ft3/s,['A'],0
2016-08-30,60.223957,streamflow,10136600,ft3/s,['A'],0
2016-08-31,76.17812,streamflow,10136600,ft3/s,['A'],0
2016-09-01,102.657295,streamflow,10136600,ft3/s,['A'],0
2016-09-02,148.8375,streamflow,10136600,ft3/s,['A'],0
2016-09-03,155.61458,streamflow,10136600,ft3/s,['A'],0
2016-09-04,129.04167,streamflow,10136600,ft3/s,['A'],0
2016-09-05,143.54897,streamflow,10136600,ft3/s,['A'],0
2016-09-06,129.67397,streamflow,10136600,ft3/s,['A'],0
2016-09-07,111.27292,streamflow,10136600,ft3/s,['A'],0
2016-09-08,96.1,streamflow,10136600,ft3/s,['A'],0
2016-09-09,91.754166,streamflow,10136600,ft3/s,['A'],0
2016-09-10,86.10625,streamflow,10136600,ft3/s,['A'],0
2016-09-11,121.71875,streamflow,10136600,ft3/s,['A'],0
2016-09-12,100.097916,streamflow,10136600,ft3/s,['A'],0
2016-09-13,102.9125,streamflow,10136600,ft3/s,['A'],0
2016-09-14,177.67708,streamflow,10136600,ft3/s,['A'],0
2016-09-15,241.86458,streamflow,10136600,ft3/s,['A'],0
2016-09-16,240.58333,streamflow,10136600,ft3/s,['A'],0
2016-09-17,208.69792,streamflow,10136600,ft3/s,['A'],0
2016-09-18,177.38542,streamflow,10136600,ft3/s,['A'],0
2016-09-19,132.17188,streamflow,10136600,ft3/s,['A'],0
2016-09-20,78.19063,streamflow,10136600,ft3/s,['A'],0
2016-09-21,84.41979,streamflow,10136600,ft3/s,['A'],0
2016-09-22,133.3052,streamflow,10136600,ft3/s,['A'],0
2016-09-23,216.90625,streamflow,10136600,ft3/s,['A'],0
2016-09-24,256.75,streamflow,10136600,ft3/s,['A'],0
2016-09-25,203.8125,streamflow,10136600,ft3/s,['A'],0
2016-09-26,168.0625,streamflow,10136600,ft3/s,['A'],0
2016-09-27,139.47917,streamflow,10136600,ft3/s,['A'],0
2016-09-28,119.15417,streamflow,10136600,ft3/s,['A'],0
2016-09-29,105.76458,streamflow,10136600,ft3/s,['A'],0
2016-09-30,104.93646,streamflow,10136600,ft3/s,['A'],0
2016-10-01,97.802086,streamflow,10136600,ft3/s,['A'],0
2016-10-02,94.48646,streamflow,10136600,ft3/s,['A'],0
2016-10-03,130.13542,streamflow,10136600,ft3/s,['A'],0
2016-10-04,110.05104,streamflow,10136600,ft3/s,['A'],0
2016-10-05,95.99375,streamflow,10136600,ft3/s,['A'],0
2016-10-06,85.254166,streamflow,10136600,ft3/s,['A'],0
2016-10-07,111.697914,streamflow,10136600,ft3/s,['A'],0
2016-10-08,113.14167,streamflow,10136600,ft3/s,['A'],0
2016-10-09,80.245834,streamflow,10136600,ft3/s,['A'],0
2016-10-10,76.28438,streamflow,10136600,ft3/s,['A'],0
2016-10-11,65.01771,streamflow,10136600,ft3/s,['A'],0
2016-10-12,97.81458,streamflow,10136600,ft3/s,['A'],0
2016-10-13,119.66875,streamflow,10136600,ft3/s,['A'],0
2016-10-14,190.21355,streamflow,10136600,ft3/s,['A'],0
2016-10-15,190.79167,streamflow,10136600,ft3/s,['A'],0
2016-10-16,120.427086,streamflow,10136600,ft3/s,['A'],0
2016-10-17,104.989586,streamflow,10136600,ft3/s,['A'],0
2016-10-18,96.575,streamflow,10136600,ft3/s,['A'],0
2016-10-19,97.54896,streamflow,10136600,ft3/s,['A'],0
2016-10-20,86.36042,streamflow,10136600,ft3/s,['A'],0
2016-10-21,82.770836,streamflow,10136600,ft3/s,['A'],0
2016-10-22,86.29375,streamflow,10136600,ft3/s,['A'],0
2016-10-23,74.104164,streamflow,10136600,ft3/s,['A'],0
2016-10-24,77.12813,streamflow,10136600,ft3/s,['A'],0
2016-10-25,79.941666,streamflow,10136600,ft3/s,['A'],0
2016-10-26,75.04792,streamflow,10136600,ft3/s,['A'],0
2016-10-27,77.98125,streamflow,10136600,ft3/s,['A'],0
2016-10-28,78.43021,streamflow,10136600,ft3/s,['A'],0
2016-10-29,70.91563,streamflow,10136600,ft3/s,['A'],0
2016-10-30,66.5625,streamflow,10136600,ft3/s,['A'],0
2016-10-31,77.15833,streamflow,10136600,ft3/s,['A'],0
2016-11-01,84.61771,streamflow,10136600,ft3/s,['A'],0
2016-11-02,80.29583,streamflow,10136600,ft3/s,['A'],0
2016-11-03,68.47396,streamflow,10136600,ft3/s,['A'],0
2016-11-04,64.62813,streamflow,10136600,ft3/s,['A'],0
2016-11-05,64.92396,streamflow,10136600,ft3/s,['A'],0
2016-11-06,64.78958,streamflow,10136600,ft3/s,['A'],0
2016-11-07,62.03958,streamflow,10136600,ft3/s,['A'],0
2016-11-08,57.244793,streamflow,10136600,ft3/s,['A'],0
2016-11-09,54.14792,streamflow,10136600,ft3/s,['A'],0
2016-11-10,66.083336,streamflow,10136600,ft3/s,['A'],0
2016-11-11,79.296875,streamflow,10136600,ft3/s,['A'],0
2016-11-12,61.720833,streamflow,10136600,ft3/s,['A'],0
2016-11-13,71.09583,streamflow,10136600,ft3/s,['A'],0
2016-11-14,66.25625,streamflow,10136600,ft3/s,['A'],0
2016-11-15,57.789585,streamflow,10136600,ft3/s,['A'],0
2016-11-16,55.18854,streamflow,10136600,ft3/s,['A'],0
2016-11-17,53.78229,streamflow,10136600,ft3/s,['A'],0
2016-11-18,65.208336,streamflow,10136600,ft3/s,['A'],0
2016-11-19,63.329166,streamflow,10136600,ft3/s,['A'],0
2016-11-20,62.93646,streamflow,10136600,ft3/s,['A'],0
2016-11-21,66.88125,streamflow,10136600,ft3/s,['A'],0
2016-11-22,77.99896,streamflow,10136600,ft3/s,['A'],0
2016-11-23,83.49167,streamflow,10136600,ft3/s,['A'],0
2016-11-24,84.28438,streamflow,10136600,ft3/s,['A'],0
2016-11-25,74.93958,streamflow,10136600,ft3/s,['A'],0
2016-11-26,80.34062,streamflow,10136600,ft3/s,['A'],0
2016-11-27,81.55729,streamflow,10136600,ft3/s,['A'],0
2016-11-28,84.58646,streamflow,10136600,ft3/s,['A'],0
2016-11-29,79.19896,streamflow,10136600,ft3/s,['A'],0
2016-11-30,73.32604,streamflow,10136600,ft3/s,['A'],0
2016-12-01,76.558334,streamflow,10136600,ft3/s,['A'],0
2016-12-02,66.06979,streamflow,10136600,ft3/s,['A'],0
2016-12-03,63.513542,streamflow,10136600,ft3/s,['A'],0
2016-12-04,59.145832,streamflow,10136600,ft3/s,['A'],0
2016-12-05,60.175,streamflow,10136600,ft3/s,['A'],0
2016-12-06,64.36667,streamflow,10136600,ft3/s,['A'],0
2016-12-07,55.6,streamflow,10136600,ft3/s,['A'],0
2016-12-08,52.7,streamflow,10136600,ft3/s,['A'],0
2016-12-09,60.094444,streamflow,10136600,ft3/s,['A'],0
2016-12-10,60.095833,streamflow,10136600,ft3/s,['A'],0
2016-12-11,163.08542,streamflow,10136600,ft3/s,['A'],0
2016-12-12,132.39375,streamflow,10136600,ft3/s,['A'],0
2016-12-13,110.83542,streamflow,10136600,ft3/s,['A'],0
2016-12-14,94.67812,streamflow,10136600,ft3/s,['A'],0
2016-12-15,90.36875,streamflow,10136600,ft3/s,['A'],0
2016-12-16,347.16354,streamflow,10136600,ft3/s,['A'],0
2016-12-17,383.0625,streamflow,10136600,ft3/s,['A'],0
2016-12-18,191.10417,streamflow,10136600,ft3/s,['A'],0
2016-12-19,153.1875,streamflow,10136600,ft3/s,['A'],0
2016-12-20,131.16667,streamflow,10136600,ft3/s,['A'],0
2016-12-21,129.72043,streamflow,10136600,ft3/s,['A'],0
2016-12-22,108.78125,streamflow,10136600,ft3/s,['A'],0
2016-12-23,99.083336,streamflow,10136600,ft3/s,['A'],0
2016-12-24,94.6875,streamflow,10136600,ft3/s,['A'],0
2016-12-25,102.60521,streamflow,10136600,ft3/s,['A'],0
2016-12-26,99.8375,streamflow,10136600,ft3/s,['A'],0
2016-12-27,91.80521,streamflow,10136600,ft3/s,['A'],0
2016-12-28,79.93125,streamflow,10136600,ft3/s,['A'],0
2016-12-29,72.564514,streamflow,10136600,ft3/s,['A'],0
2016-12-30,73.850006,streamflow,10136600,ft3/s,['A'],0
2016-12-31,72.850006,streamflow,10136600,ft3/s,['A'],0
2017-01-01,67.149994,streamflow,10136600,ft3/s,['A'],0
2017-01-02,72.75,streamflow,10136600,ft3/s,['A'],0
2017-01-03,68.7,streamflow,10136600,ft3/s,['A'],0
2017-01-04,77.1579,streamflow,10136600,ft3/s,['A'],0
2017-01-05,88.8375,streamflow,10136600,ft3/s,['A'],0
2017-01-06,83.85555,streamflow,10136600,ft3/s,['A'],0
2017-01-07,94.8,streamflow,10136600,ft3/s,['A'],0
2017-01-08,98.3,streamflow,10136600,ft3/s,['A'],0
2017-01-09,172.0,streamflow,10136600,ft3/s,['A'],0
2017-01-10,366.2289,streamflow,10136600,ft3/s,['A'],0
2017-01-11,281.3646,streamflow,10136600,ft3/s,['A'],0
2017-01-12,287.0,streamflow,10136600,ft3/s,['A'],0
2017-01-13,193.20833,streamflow,10136600,ft3/s,['A'],0
2017-01-14,159.44792,streamflow,10136600,ft3/s,['A'],0
2017-01-15,146.72395,streamflow,10136600,ft3/s,['A'],0
2017-01-16,131.43541,streamflow,10136600,ft3/s,['A'],0
2017-01-17,128.76552,streamflow,10136600,ft3/s,['A'],0
2017-01-18,138.10146,streamflow,10136600,ft3/s,['A'],0
2017-01-19,129.125,streamflow,10136600,ft3/s,['A'],0
2017-01-20,117.89207,streamflow,10136600,ft3/s,['A'],0
2017-01-21,112.67396,streamflow,10136600,ft3/s,['A'],0
2017-01-22,107.08854,streamflow,10136600,ft3/s,['A'],0
2017-01-23,110.941666,streamflow,10136600,ft3/s,['A'],0
2017-01-24,106.23333,streamflow,10136600,ft3/s,['A'],0
2017-01-25,94.969795,streamflow,10136600,ft3/s,['A'],0
2017-01-26,95.53333,streamflow,10136600,ft3/s,['A'],0
2017-01-27,86.26458,streamflow,10136600,ft3/s,['A'],0
2017-01-28,88.49048,streamflow,10136600,ft3/s,['A'],0
2017-01-29,91.0,streamflow,10136600,ft3/s,['A'],0
2017-01-30,89.975,streamflow,10136600,ft3/s,['A'],0
2017-01-31,90.975,streamflow,10136600,ft3/s,['A'],0
2017-02-01,91.675,streamflow,10136600,ft3/s,['A'],0
2017-02-02,93.2,streamflow,10136600,ft3/s,['A'],0
2017-02-03,86.467125,streamflow,10136600,ft3/s,['A'],0
2017-02-04,89.09896,streamflow,10136600,ft3/s,['A'],0
2017-02-05,123.910416,streamflow,10136600,ft3/s,['A'],0
2017-02-06,140.08333,streamflow,10136600,ft3/s,['A'],0
2017-02-07,407.96875,streamflow,10136600,ft3/s,['A'],0
2017-02-08,1022.8333,streamflow,10136600,ft3/s,['A'],0
2017-02-09,1262.1146,streamflow,10136600,ft3/s,['A'],0
2017-02-10,1611.6666,streamflow,10136600,ft3/s,['A'],0
2017-02-11,1733.8541,streamflow,10136600,ft3/s,['A'],0
2017-02-12,997.8958,streamflow,10136600,ft3/s,['A'],0
2017-02-13,678.8958,streamflow,10136600,ft3/s,['A'],0
2017-02-14,549.05206,streamflow,10136600,ft3/s,['A'],0
2017-02-15,459.875,streamflow,10136600,ft3/s,['A'],0
2017-02-16,411.0,streamflow,10136600,ft3/s,['A'],0
2017-02-17,388.5,streamflow,10136600,ft3/s,['A'],0
2017-02-18,396.91666,streamflow,10136600,ft3/s,['A'],0
2017-02-19,763.5208,streamflow,10136600,ft3/s,['A'],0
2017-02-20,834.9375,streamflow,10136600,ft3/s,['A'],0
2017-02-21,1021.84375,streamflow,10136600,ft3/s,['A'],0
2017-02-22,1390.4062,streamflow,10136600,ft3/s,['A'],0
2017-02-23,1005.40625,streamflow,10136600,ft3/s,['A'],0
2017-02-24,861.125,streamflow,10136600,ft3/s,['A'],0
2017-02-25,763.0625,streamflow,10136600,ft3/s,['A'],0
2017-02-26,721.0417,streamflow,10136600,ft3/s,['A'],0
2017-02-27,719.05206,streamflow,10136600,ft3/s,['A'],0
2017-02-28,672.2083,streamflow,10136600,ft3/s,['A'],0
2017-03-01,838.0208,streamflow,10136600,ft3/s,['A'],0
2017-03-02,1044.9375,streamflow,10136600,ft3/s,['A'],0
2017-03-03,1087.3959,streamflow,10136600,ft3/s,['A'],0
2017-03-04,1074.5834,streamflow,10136600,ft3/s,['A'],0
2017-03-05,1175.0,streamflow,10136600,ft3/s,['A'],0
2017-03-06,1252.1875,streamflow,10136600,ft3/s,['A'],0
2017-03-07,1108.4375,streamflow,10136600,ft3/s,['A'],0
2017-03-08,1123.6459,streamflow,10136600,ft3/s,['A'],0
2017-03-09,1312.2916,streamflow,10136600,ft3/s,['A'],0
2017-03-10,1395.0,streamflow,10136600,ft3/s,['A'],0
2017-03-11,1408.6459,streamflow,10136600,ft3/s,['A'],0
2017-03-12,1429.5834,streamflow,10136600,ft3/s,['A'],0
2017-03-13,1447.5,streamflow,10136600,ft3/s,['A'],0
2017-03-14,1475.4166,streamflow,10136600,ft3/s,['A'],0
2017-03-15,1447.9166,streamflow,10136600,ft3/s,['A'],0
2017-03-16,1736.25,streamflow,10136600,ft3/s,['A'],0
2017-03-17,1778.3334,streamflow,10136600,ft3/s,['A'],0
2017-03-18,1780.5209,streamflow,10136600,ft3/s,['A'],0
2017-03-19,1686.3541,streamflow,10136600,ft3/s,['A'],0
2017-03-20,1725.1041,streamflow,10136600,ft3/s,['A'],0
2017-03-21,1765.0,streamflow,10136600,ft3/s,['A'],0
2017-03-22,1757.5,streamflow,10136600,ft3/s,['A'],0
2017-03-23,2060.0,streamflow,10136600,ft3/s,['A'],0
2017-03-24,1951.4584,streamflow,10136600,ft3/s,['A'],0
2017-03-25,1784.4791,streamflow,10136600,ft3/s,['A'],0
2017-03-26,1540.4166,streamflow,10136600,ft3/s,['A'],0
2017-03-27,1323.3334,streamflow,10136600,ft3/s,['A'],0
2017-03-28,1335.4166,streamflow,10136600,ft3/s,['A'],0
2017-03-29,1163.6459,streamflow,10136600,ft3/s,['A'],0
2017-03-30,1089.5834,streamflow,10136600,ft3/s,['A'],0
2017-03-31,1169.2709,streamflow,10136600,ft3/s,['A'],0
2017-04-01,1146.25,streamflow,10136600,ft3/s,['A'],0
2017-04-02,1137.5,streamflow,10136600,ft3/s,['A'],0
2017-04-03,1143.9584,streamflow,10136600,ft3/s,['A'],0
2017-04-04,1038.0625,streamflow,10136600,ft3/s,['A'],0
2017-04-05,958.42706,streamflow,10136600,ft3/s,['A'],0
2017-04-06,897.34375,streamflow,10136600,ft3/s,['A'],0
2017-04-07,887.05206,streamflow,10136600,ft3/s,['A'],0
2017-04-08,1052.4791,streamflow,10136600,ft3/s,['A'],0
2017-04-09,1245.1041,streamflow,10136600,ft3/s,['A'],0
2017-04-10,1144.8959,streamflow,10136600,ft3/s,['A'],0
2017-04-11,1126.875,streamflow,10136600,ft3/s,['A'],0
2017-04-12,1108.0,streamflow,10136600,ft3/s,['A'],0
2017-04-13,1153.6979,streamflow,10136600,ft3/s,['A'],0
2017-04-14,1264.7916,streamflow,10136600,ft3/s,['A'],0
2017-04-15,1289.8959,streamflow,10136600,ft3/s,['A'],0
2017-04-16,1226.7709,streamflow,10136600,ft3/s,['A'],0
2017-04-17,1249.7916,streamflow,10136600,ft3/s,['A'],0
2017-04-18,1351.4584,streamflow,10136600,ft3/s,['A'],0
2017-04-19,1698.4375,streamflow,10136600,ft3/s,['A'],0
2017-04-20,1696.1459,streamflow,10136600,ft3/s,['A'],0
2017-04-21,1443.2291,streamflow,10136600,ft3/s,['A'],0
2017-04-22,1286.5625,streamflow,10136600,ft3/s,['A'],0
2017-04-23,1207.7084,streamflow,10136600,ft3/s,['A'],0
2017-04-24,1228.2291,streamflow,10136600,ft3/s,['A'],0
2017-04-25,1437.3959,streamflow,10136600,ft3/s,['A'],0
2017-04-26,1251.9791,streamflow,10136600,ft3/s,['A'],0
2017-04-27,1265.4166,streamflow,10136600,ft3/s,['A'],0
2017-04-28,1206.25,streamflow,10136600,ft3/s,['A'],0
2017-04-29,1188.4375,streamflow,10136600,ft3/s,['A'],0
2017-04-30,1121.25,streamflow,10136600,ft3/s,['A'],0
2017-05-01,1075.5209,streamflow,10136600,ft3/s,['A'],0
2017-05-02,943.84375,streamflow,10136600,ft3/s,['A'],0
2017-05-03,908.4792,streamflow,10136600,ft3/s,['A'],0
2017-05-04,959.5417,streamflow,10136600,ft3/s,['A'],0
2017-05-05,1092.6875,streamflow,10136600,ft3/s,['A'],0
2017-05-06,1249.375,streamflow,10136600,ft3/s,['A'],0
2017-05-07,1522.1875,streamflow,10136600,ft3/s,['A'],0
2017-05-08,1700.7291,streamflow,10136600,ft3/s,['A'],0
2017-05-09,1611.5625,streamflow,10136600,ft3/s,['A'],0
2017-05-10,1597.8125,streamflow,10136600,ft3/s,['A'],0
2017-05-11,1543.2291,streamflow,10136600,ft3/s,['A'],0
2017-05-12,1538.0209,streamflow,10136600,ft3/s,['A'],0
2017-05-13,1646.7709,streamflow,10136600,ft3/s,['A'],0
2017-05-14,1277.1875,streamflow,10136600,ft3/s,['A'],0
2017-05-15,1172.1875,streamflow,10136600,ft3/s,['A'],0
2017-05-16,1261.3541,streamflow,10136600,ft3/s,['A'],0
2017-05-17,1380.5209,streamflow,10136600,ft3/s,['A'],0
2017-05-18,1369.1666,streamflow,10136600,ft3/s,['A'],0
2017-05-19,1187.1875,streamflow,10136600,ft3/s,['A'],0
2017-05-20,909.3542,streamflow,10136600,ft3/s,['A'],0
2017-05-21,790.59375,streamflow,10136600,ft3/s,['A'],0
2017-05-22,718.1667,streamflow,10136600,ft3/s,['A'],0
2017-05-23,709.80206,streamflow,10136600,ft3/s,['A'],0
2017-05-24,676.4583,streamflow,10136600,ft3/s,['A'],0
2017-05-25,767.0,streamflow,10136600,ft3/s,['A'],0
2017-05-26,812.125,streamflow,10136600,ft3/s,['A'],0
2017-05-27,854.125,streamflow,10136600,ft3/s,['A'],0
2017-05-28,809.5833,streamflow,10136600,ft3/s,['A'],0
2017-05-29,813.59375,streamflow,10136600,ft3/s,['A'],0
2017-05-30,832.34375,streamflow,10136600,ft3/s,['A'],0
2017-05-31,795.28125,streamflow,10136600,ft3/s,['A'],0
2017-06-01,1031.2916,streamflow,10136600,ft3/s,['A'],0
2017-06-02,1120.2084,streamflow,10136600,ft3/s,['A'],0
2017-06-03,1133.5416,streamflow,10136600,ft3/s,['A'],0
2017-06-04,1288.4375,streamflow,10136600,ft3/s,['A'],0
2017-06-05,1639.1666,streamflow,10136600,ft3/s,['A'],0
2017-06-06,1725.625,streamflow,10136600,ft3/s,['A'],0
2017-06-07,1677.5,streamflow,10136600,ft3/s,['A'],0
2017-06-08,1705.0,streamflow,10136600,ft3/s,['A'],0
2017-06-09,1501.4584,streamflow,10136600,ft3/s,['A'],0
2017-06-10,1235.2084,streamflow,10136600,ft3/s,['A'],0
2017-06-11,1090.3229,streamflow,10136600,ft3/s,['A'],0
2017-06-12,929.1458,streamflow,10136600,ft3/s,['A'],0
2017-06-13,1035.3854,streamflow,10136600,ft3/s,['A'],0
