Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
2017-06-14,1104.0312,streamflow,10136600,ft3/s,['A'],0
2017-06-15,777.21875,streamflow,10136600,ft3/s,['A'],0
2017-06-16,587.05206,streamflow,10136600,ft3/s,['A'],0
2017-06-17,514.80206,streamflow,10136600,ft3/s,['A'],0
2017-06-18,483.78125,streamflow,10136600,ft3/s,['A'],0
2017-06-19,543.5208,streamflow,10136600,ft3/s,['A'],0
2017-06-20,546.34375,streamflow,10136600,ft3/s,['A'],0
2017-06-21,512.80206,streamflow,10136600,ft3/s,['A'],0
2017-06-22,497.33334,streamflow,10136600,ft3/s,['A'],0
2017-06-23,457.89584,streamflow,10136600,ft3/s,['A'],0
2017-06-24,415.5729,streamflow,10136600,ft3/s,['A'],0
2017-06-25,304.11145,streamflow,10136600,ft3/s,['A'],0
2017-06-26,220.5,streamflow,10136600,ft3/s,['A'],0
2017-06-27,201.75,streamflow,10136600,ft3/s,['A'],0
2017-06-28,201.76042,streamflow,10136600,ft3/s,['A'],0
2017-06-29,187.44792,streamflow,10136600,ft3/s,['A'],0
2017-06-30,185.0625,streamflow,10136600,ft3/s,['A'],0
2017-07-01,201.42708,streamflow,10136600,ft3/s,['A'],0
2017-07-02,192.40625,streamflow,10136600,ft3/s,['A'],0
2017-07-03,176.18854,streamflow,10136600,ft3/s,['A'],0
2017-07-04,180.44792,streamflow,10136600,ft3/s,['A'],0
2017-07-05,184.4375,streamflow,10136600,ft3/s,['A'],0
2017-07-06,180.55208,streamflow,10136600,ft3/s,['A'],0
2017-07-07,164.83333,streamflow,10136600,ft3/s,['A'],0
2017-07-08,130.82292,streamflow,10136600,ft3/s,['A'],0
2017-07-09,174.38542,streamflow,10136600,ft3/s,['A'],0
2017-07-10,166.78125,streamflow,10136600,ft3/s,['A'],0
2017-07-11,169.61458,streamflow,10136600,ft3/s,['A'],0
2017-07-12,174.72917,streamflow,10136600,ft3/s,['A'],0
2017-07-13,161.0625,streamflow,10136600,ft3/s,['A'],0
2017-07-14,159.15625,streamflow,10136600,ft3/s,['A'],0
2017-07-15,169.90625,streamflow,10136600,ft3/s,['A'],0
2017-07-16,159.01042,streamflow,10136600,ft3/s,['A'],0
2017-07-17,178.56876,streamflow,10136600,ft3/s,['A'],0
2017-07-18,158.59792,streamflow,10136600,ft3/s,['A'],0
2017-07-19,173.625,streamflow,10136600,ft3/s,['A'],0
2017-07-20,148.53125,streamflow,10136600,ft3/s,['A'],0
2017-07-21,134.84375,streamflow,10136600,ft3/s,['A'],0
2017-07-22,126.8125,streamflow,10136600,ft3/s,['A'],0
2017-07-23,164.80208,streamflow,10136600,ft3/s,['A'],0
2017-07-24,166.84375,streamflow,10136600,ft3/s,['A'],0
2017-07-25,151.8125,streamflow,10136600,ft3/s,['A'],0
2017-07-26,208.57292,streamflow,10136600,ft3/s,['A'],0
2017-07-27,234.8125,streamflow,10136600,ft3/s,['A'],0
2017-07-28,177.59375,streamflow,10136600,ft3/s,['A'],0
2017-07-29,156.35417,streamflow,10136600,ft3/s,['A'],0
2017-07-30,144.64583,streamflow,10136600,ft3/s,['A'],0
2017-07-31,139.17708,streamflow,10136600,ft3/s,['A'],0
2017-08-01,138.90625,streamflow,10136600,ft3/s,['A'],0
2017-08-02,126.84375,streamflow,10136600,ft3/s,['A'],0
2017-08-03,121.885414,streamflow,10136600,ft3/s,['A'],0
2017-08-04,128.29167,streamflow,10136600,ft3/s,['A'],0
2017-08-05,142.80208,streamflow,10136600,ft3/s,['A'],0
2017-08-06,145.11458,streamflow,10136600,ft3/s,['A'],0
2017-08-07,120.395836,streamflow,10136600,ft3/s,['A'],0
2017-08-08,131.13542,streamflow,10136600,ft3/s,['A'],0
2017-08-09,153.1875,streamflow,10136600,ft3/s,['A'],0
2017-08-10,129.74791,streamflow,10136600,ft3/s,['A'],0
2017-08-11,110.275,streamflow,10136600,ft3/s,['A'],0
2017-08-12,127.614586,streamflow,10136600,ft3/s,['A'],0
2017-08-13,133.11458,streamflow,10136600,ft3/s,['A'],0
2017-08-14,135.19376,streamflow,10136600,ft3/s,['A'],0
2017-08-15,125.322914,streamflow,10136600,ft3/s,['A'],0
2017-08-16,147.30208,streamflow,10136600,ft3/s,['A'],0
2017-08-17,122.229164,streamflow,10136600,ft3/s,['A'],0
2017-08-18,112.629166,streamflow,10136600,ft3/s,['A'],0
2017-08-19,111.004166,streamflow,10136600,ft3/s,['A'],0
2017-08-20,116.6875,streamflow,10136600,ft3/s,['A'],0
2017-08-21,117.114586,streamflow,10136600,ft3/s,['A'],0
2017-08-22,113.427086,streamflow,10136600,ft3/s,['A'],0
2017-08-23,122.604164,streamflow,10136600,ft3/s,['A'],0
2017-08-24,126.885414,streamflow,10136600,ft3/s,['A'],0
2017-08-25,110.02396,streamflow,10136600,ft3/s,['A'],0
2017-08-26,99.530205,streamflow,10136600,ft3/s,['A'],0
2017-08-27,116.625,streamflow,10136600,ft3/s,['A'],0
2017-08-28,119.052086,streamflow,10136600,ft3/s,['A'],0
2017-08-29,100.60729,streamflow,10136600,ft3/s,['A'],0
2017-08-30,100.39896,streamflow,10136600,ft3/s,['A'],0
2017-08-31,105.74271,streamflow,10136600,ft3/s,['A'],0
2017-09-01,131.0,streamflow,10136600,ft3/s,['A'],0
2017-09-02,149.17708,streamflow,10136600,ft3/s,['A'],0
2017-09-03,156.23958,streamflow,10136600,ft3/s,['A'],0
2017-09-04,142.22917,streamflow,10136600,ft3/s,['A'],0
2017-09-05,108.71146,streamflow,10136600,ft3/s,['A'],0
2017-09-06,101.69688,streamflow,10136600,ft3/s,['A'],0
2017-09-07,108.552086,streamflow,10136600,ft3/s,['A'],0
2017-09-08,130.27605,streamflow,10136600,ft3/s,['A'],0
2017-09-09,138.39583,streamflow,10136600,ft3/s,['A'],0
2017-09-10,170.60417,streamflow,10136600,ft3/s,['A'],0
2017-09-11,134.27083,streamflow,10136600,ft3/s,['A'],0
2017-09-12,110.48333,streamflow,10136600,ft3/s,['A'],0
2017-09-13,100.97188,streamflow,10136600,ft3/s,['A'],0
2017-09-14,126.458336,streamflow,10136600,ft3/s,['A'],0
2017-09-15,175.86458,streamflow,10136600,ft3/s,['A'],0
2017-09-16,218.41667,streamflow,10136600,ft3/s,['A'],0
2017-09-17,188.83333,streamflow,10136600,ft3/s,['A'],0
2017-09-18,145.64583,streamflow,10136600,ft3/s,['A'],0
2017-09-19,146.41667,streamflow,10136600,ft3/s,['A'],0
2017-09-20,147.01042,streamflow,10136600,ft3/s,['A'],0
2017-09-21,154.79167,streamflow,10136600,ft3/s,['A'],0
2017-09-22,166.09375,streamflow,10136600,ft3/s,['A'],0
2017-09-23,164.16667,streamflow,10136600,ft3/s,['A'],0
2017-09-24,195.27083,streamflow,10136600,ft3/s,['A'],0
2017-09-25,203.85417,streamflow,10136600,ft3/s,['A'],0
2017-09-26,160.89583,streamflow,10136600,ft3/s,['A'],0
2017-09-27,136.875,streamflow,10136600,ft3/s,['A'],0
2017-09-28,126.083336,streamflow,10136600,ft3/s,['A'],0
2017-09-29,112.20208,streamflow,10136600,ft3/s,['A'],0
2017-09-30,110.44375,streamflow,10136600,ft3/s,['A'],0
2017-10-01,134.78125,streamflow,10136600,ft3/s,['A'],0
2017-10-02,141.64792,streamflow,10136600,ft3/s,['A'],0
2017-10-03,150.46875,streamflow,10136600,ft3/s,['A'],0
2017-10-04,143.05208,streamflow,10136600,ft3/s,['A'],0
2017-10-05,125.25,streamflow,10136600,ft3/s,['A'],0
2017-10-06,102.58542,streamflow,10136600,ft3/s,['A'],0
2017-10-07,83.995834,streamflow,10136600,ft3/s,['A'],0
2017-10-08,111.09583,streamflow,10136600,ft3/s,['A'],0
2017-10-09,123.739586,streamflow,10136600,ft3/s,['A'],0
2017-10-10,128.29167,streamflow,10136600,ft3/s,['A'],0
2017-10-11,108.58437,streamflow,10136600,ft3/s,['A'],0
2017-10-12,90.95208,streamflow,10136600,ft3/s,['A'],0
2017-10-13,103.302086,streamflow,10136600,ft3/s,['A'],0
2017-10-14,143.73958,streamflow,10136600,ft3/s,['A'],0
2017-10-15,172.59375,streamflow,10136600,ft3/s,['A'],0
2017-10-16,211.10417,streamflow,10136600,ft3/s,['A'],0
2017-10-17,151.77396,streamflow,10136600,ft3/s,['A'],0
2017-10-18,103.95,streamflow,10136600,ft3/s,['A'],0
2017-10-19,99.45,streamflow,10136600,ft3/s,['A'],0
2017-10-20,81.43958,streamflow,10136600,ft3/s,['A'],0
2017-10-21,88.61354,streamflow,10136600,ft3/s,['A'],0
2017-10-22,97.089584,streamflow,10136600,ft3/s,['A'],0
2017-10-23,93.35521,streamflow,10136600,ft3/s,['A'],0
2017-10-24,73.31771,streamflow,10136600,ft3/s,['A'],0
2017-10-25,73.71146,streamflow,10136600,ft3/s,['A'],0
2017-10-26,81.06563,streamflow,10136600,ft3/s,['A'],0
2017-10-27,81.01979,streamflow,10136600,ft3/s,['A'],0
2017-10-28,79.99062,streamflow,10136600,ft3/s,['A'],0
2017-10-29,81.427086,streamflow,10136600,ft3/s,['A'],0
2017-10-30,82.578125,streamflow,10136600,ft3/s,['A'],0
2017-10-31,78.31875,streamflow,10136600,ft3/s,['A'],0
2017-11-01,74.75833,streamflow,10136600,ft3/s,['A'],0
2017-11-02,71.93021,streamflow,10136600,ft3/s,['A'],0
2017-11-03,74.745834,streamflow,10136600,ft3/s,['A'],0
2017-11-04,71.11875,streamflow,10136600,ft3/s,['A'],0
2017-11-05,77.73229,streamflow,10136600,ft3/s,['A'],0
2017-11-06,77.82916,streamflow,10136600,ft3/s,['A'],0
2017-11-07,83.77396,streamflow,10136600,ft3/s,['A'],0
2017-11-08,82.83854,streamflow,10136600,ft3/s,['A'],0
2017-11-09,76.30937,streamflow,10136600,ft3/s,['A'],0
2017-11-10,74.2125,streamflow,10136600,ft3/s,['A'],0
2017-11-11,72.95937,streamflow,10136600,ft3/s,['A'],0
2017-11-12,67.864586,streamflow,10136600,ft3/s,['A'],0
2017-11-13,69.66146,streamflow,10136600,ft3/s,['A'],0
2017-11-14,72.7125,streamflow,10136600,ft3/s,['A'],0
2017-11-15,76.563545,streamflow,10136600,ft3/s,['A'],0
2017-11-16,66.70729,streamflow,10136600,ft3/s,['A'],0
2017-11-17,139.23438,streamflow,10136600,ft3/s,['A'],0
2017-11-18,149.48958,streamflow,10136600,ft3/s,['A'],0
2017-11-19,107.75938,streamflow,10136600,ft3/s,['A'],0
2017-11-20,73.92292,streamflow,10136600,ft3/s,['A'],0
2017-11-21,98.13958,streamflow,10136600,ft3/s,['A'],0
2017-11-22,86.06563,streamflow,10136600,ft3/s,['A'],0
2017-11-23,97.69479,streamflow,10136600,ft3/s,['A'],0
2017-11-24,91.58437,streamflow,10136600,ft3/s,['A'],0
2017-11-25,87.135414,streamflow,10136600,ft3/s,['A'],0
2017-11-26,83.65312,streamflow,10136600,ft3/s,['A'],0
2017-11-27,76.40938,streamflow,10136600,ft3/s,['A'],0
2017-11-28,62.790627,streamflow,10136600,ft3/s,['A'],0
2017-11-29,67.73333,streamflow,10136600,ft3/s,['A'],0
2017-11-30,69.2125,streamflow,10136600,ft3/s,['A'],0
2017-12-01,76.65625,streamflow,10136600,ft3/s,['A'],0
2017-12-02,70.12604,streamflow,10136600,ft3/s,['A'],0
2017-12-03,70.78229,streamflow,10136600,ft3/s,['A'],0
2017-12-04,75.01771,streamflow,10136600,ft3/s,['A'],0
2017-12-05,73.45104,streamflow,10136600,ft3/s,['A'],0
2017-12-06,65.725,streamflow,10136600,ft3/s,['A'],0
2017-12-07,60.266666,streamflow,10136600,ft3/s,['A'],0
2017-12-08,60.566666,streamflow,10136600,ft3/s,['A'],0
2017-12-09,64.7,streamflow,10136600,ft3/s,['A'],0
2017-12-10,68.23334,streamflow,10136600,ft3/s,['A'],0
2017-12-11,69.1,streamflow,10136600,ft3/s,['A'],0
2017-12-12,70.13333,streamflow,10136600,ft3/s,['A'],0
2017-12-13,70.03333,streamflow,10136600,ft3/s,['A'],0
2017-12-14,62.633335,streamflow,10136600,ft3/s,['A'],0
2017-12-15,59.36667,streamflow,10136600,ft3/s,['A'],0
2017-12-16,65.73334,streamflow,10136600,ft3/s,['A'],0
2017-12-17,76.113335,streamflow,10136600,ft3/s,['A'],0
2017-12-18,69.38958,streamflow,10136600,ft3/s,['A'],0
2017-12-19,61.70729,streamflow,10136600,ft3/s,['A'],0
2017-12-20,54.097916,streamflow,10136600,ft3/s,['A'],0
2017-12-21,56.690624,streamflow,10136600,ft3/s,['A'],0
2017-12-22,62.45778,streamflow,10136600,ft3/s,['A'],0
2017-12-23,62.72,streamflow,10136600,ft3/s,['A'],0
2017-12-24,64.979546,streamflow,10136600,ft3/s,['A'],0
2017-12-25,62.025,streamflow,10136600,ft3/s,['A'],0
2017-12-26,64.18824,streamflow,10136600,ft3/s,['A'],0
2017-12-27,67.01459,streamflow,10136600,ft3/s,['A'],0
2017-12-28,61.797916,streamflow,10136600,ft3/s,['A'],0
2017-12-29,55.275997,streamflow,10136600,ft3/s,['A'],0
2017-12-30,57.9175,streamflow,10136600,ft3/s,['A'],0
2017-12-31,57.10625,streamflow,10136600,ft3/s,['A'],0
2018-01-01,56.15161,streamflow,10136600,ft3/s,['A'],0
2018-01-02,56.066666,streamflow,10136600,ft3/s,['A'],0
2018-01-03,53.9,streamflow,10136600,ft3/s,['A'],0
2018-01-04,58.766666,streamflow,10136600,ft3/s,['A'],0
2018-01-05,54.733334,streamflow,10136600,ft3/s,['A'],0
2018-01-06,52.166664,streamflow,10136600,ft3/s,['A'],0
2018-01-07,56.6,streamflow,10136600,ft3/s,['A'],0
2018-01-08,56.6,streamflow,10136600,ft3/s,['A'],0
2018-01-09,58.217648,streamflow,10136600,ft3/s,['A'],0
2018-01-10,90.39792,streamflow,10136600,ft3/s,['A'],0
2018-01-11,130.90105,streamflow,10136600,ft3/s,['A'],0
2018-01-12,107.308334,streamflow,10136600,ft3/s,['A'],0
2018-01-13,91.520836,streamflow,10136600,ft3/s,['A'],0
2018-01-14,82.04063,streamflow,10136600,ft3/s,['A'],0
2018-01-15,87.36354,streamflow,10136600,ft3/s,['A'],0
2018-01-16,63.20625,streamflow,10136600,ft3/s,['A'],0
2018-01-17,60.11667,streamflow,10136600,ft3/s,['A'],0
2018-01-18,60.916668,streamflow,10136600,ft3/s,['A'],0
2018-01-19,71.09271,streamflow,10136600,ft3/s,['A'],0
2018-01-20,74.177086,streamflow,10136600,ft3/s,['A'],0
2018-01-21,74.7625,streamflow,10136600,ft3/s,['A'],0
2018-01-22,87.46087,streamflow,10136600,ft3/s,['A'],0
2018-01-23,69.84255,streamflow,10136600,ft3/s,['A'],0
2018-01-24,65.28889,streamflow,10136600,ft3/s,['A'],0
2018-01-25,65.725,streamflow,10136600,ft3/s,['A'],0
2018-01-26,63.26979,streamflow,10136600,ft3/s,['A'],0
2018-01-27,73.31875,streamflow,10136600,ft3/s,['A'],0
2018-01-28,65.958336,streamflow,10136600,ft3/s,['A'],0
2018-01-29,64.08854,streamflow,10136600,ft3/s,['A'],0
2018-01-30,57.341667,streamflow,10136600,ft3/s,['A'],0
2018-01-31,70.51771,streamflow,10136600,ft3/s,['A'],0
2018-02-01,79.08437,streamflow,10136600,ft3/s,['A'],0
2018-02-02,77.46146,streamflow,10136600,ft3/s,['A'],0
2018-02-03,83.60104,streamflow,10136600,ft3/s,['A'],0
2018-02-04,108.39687,streamflow,10136600,ft3/s,['A'],0
2018-02-05,116.67604,streamflow,10136600,ft3/s,['A'],0
2018-02-06,115.99271,streamflow,10136600,ft3/s,['A'],0
2018-02-07,98.05,streamflow,10136600,ft3/s,['A'],0
2018-02-08,90.14896,streamflow,10136600,ft3/s,['A'],0
2018-02-09,72.74479,streamflow,10136600,ft3/s,['A'],0
2018-02-10,77.22604,streamflow,10136600,ft3/s,['A'],0
2018-02-11,70.41979,streamflow,10136600,ft3/s,['A'],0
2018-02-12,73.285416,streamflow,10136600,ft3/s,['A'],0
2018-02-13,77.48646,streamflow,10136600,ft3/s,['A'],0
2018-02-14,71.83854,streamflow,10136600,ft3/s,['A'],0
2018-02-15,71.60729,streamflow,10136600,ft3/s,['A'],0
2018-02-16,61.392708,streamflow,10136600,ft3/s,['A'],0
2018-02-17,69.48646,streamflow,10136600,ft3/s,['A'],0
2018-02-18,65.57083,streamflow,10136600,ft3/s,['A'],0
2018-02-19,74.44271,streamflow,10136600,ft3/s,['A'],0
2018-02-20,66.94479,streamflow,10136600,ft3/s,['A'],0
2018-02-21,61.891666,streamflow,10136600,ft3/s,['A'],0
2018-02-22,64.69231,streamflow,10136600,ft3/s,['A'],0
2018-02-23,63.25,streamflow,10136600,ft3/s,['A'],0
2018-02-24,63.4,streamflow,10136600,ft3/s,['A'],0
2018-02-25,58.47222,streamflow,10136600,ft3/s,['A'],0
2018-02-26,65.902084,streamflow,10136600,ft3/s,['A'],0
2018-02-27,60.80417,streamflow,10136600,ft3/s,['A'],0
2018-02-28,60.64375,streamflow,10136600,ft3/s,['A'],0
2018-03-01,58.82396,streamflow,10136600,ft3/s,['A'],0
2018-03-02,60.256252,streamflow,10136600,ft3/s,['A'],0
2018-03-03,62.350002,streamflow,10136600,ft3/s,['A'],0
2018-03-04,63.953125,streamflow,10136600,ft3/s,['A'],0
2018-03-05,61.951042,streamflow,10136600,ft3/s,['A'],0
2018-03-06,60.24896,streamflow,10136600,ft3/s,['A'],0
2018-03-07,60.49836,streamflow,10136600,ft3/s,['A'],0
2018-03-08,54.817013,streamflow,10136600,ft3/s,['A'],0
2018-03-09,63.050346,streamflow,10136600,ft3/s,['A'],0
2018-03-10,67.01354,streamflow,10136600,ft3/s,['A'],0
2018-03-11,74.156944,streamflow,10136600,ft3/s,['A'],0
2018-03-12,74.040276,streamflow,10136600,ft3/s,['A'],0
2018-03-13,77.074646,streamflow,10136600,ft3/s,['A'],0
2018-03-14,78.838196,streamflow,10136600,ft3/s,['A'],0
2018-03-15,207.96494,streamflow,10136600,ft3/s,['A'],0
2018-03-16,186.49306,streamflow,10136600,ft3/s,['A'],0
2018-03-17,149.25,streamflow,10136600,ft3/s,['A'],0
2018-03-18,138.59305,streamflow,10136600,ft3/s,['A'],0
2018-03-19,127.32361,streamflow,10136600,ft3/s,['A'],0
2018-03-20,105.96562,streamflow,10136600,ft3/s,['A'],0
2018-03-21,101.96597,streamflow,10136600,ft3/s,['A'],0
2018-03-22,111.36042,streamflow,10136600,ft3/s,['A'],0
2018-03-23,484.76736,streamflow,10136600,ft3/s,['A'],0
2018-03-24,371.39236,streamflow,10136600,ft3/s,['A'],0
2018-03-25,277.74304,streamflow,10136600,ft3/s,['A'],0
2018-03-26,252.32986,streamflow,10136600,ft3/s,['A'],0
2018-03-27,190.12639,streamflow,10136600,ft3/s,['A'],0
2018-03-28,160.2743,streamflow,10136600,ft3/s,['A'],0
2018-03-29,157.66667,streamflow,10136600,ft3/s,['A'],0
2018-03-30,147.48264,streamflow,10136600,ft3/s,['A'],0
2018-03-31,144.15277,streamflow,10136600,ft3/s,['A'],0
2018-04-01,139.12152,streamflow,10136600,ft3/s,['A'],0
2018-04-02,148.79167,streamflow,10136600,ft3/s,['A'],0
2018-04-03,161.97917,streamflow,10136600,ft3/s,['A'],0
2018-04-04,161.42361,streamflow,10136600,ft3/s,['A'],0
2018-04-05,134.93402,streamflow,10136600,ft3/s,['A'],0
2018-04-06,134.1007,streamflow,10136600,ft3/s,['A'],0
2018-04-07,195.42014,streamflow,10136600,ft3/s,['A'],0
2018-04-08,322.03473,streamflow,10136600,ft3/s,['A'],0
2018-04-09,274.92188,streamflow,10136600,ft3/s,['A'],0
2018-04-10,234.37152,streamflow,10136600,ft3/s,['A'],0
2018-04-11,204.65973,streamflow,10136600,ft3/s,['A'],0
2018-04-12,255.01736,streamflow,10136600,ft3/s,['A'],0
2018-04-13,257.5104,streamflow,10136600,ft3/s,['A'],0
2018-04-14,218.60764,streamflow,10136600,ft3/s,['A'],0
2018-04-15,203.73611,streamflow,10136600,ft3/s,['A'],0
2018-04-16,186.6493,streamflow,10136600,ft3/s,['A'],0
2018-04-17,181.03125,streamflow,10136600,ft3/s,['A'],0
2018-04-18,169.44792,streamflow,10136600,ft3/s,['A'],0
2018-04-19,154.5243,streamflow,10136600,ft3/s,['A'],0
2018-04-20,150.76389,streamflow,10136600,ft3/s,['A'],0
2018-04-21,140.48611,streamflow,10136600,ft3/s,['A'],0
2018-04-22,167.50694,streamflow,10136600,ft3/s,['A'],0
2018-04-23,207.95486,streamflow,10136600,ft3/s,['A'],0
2018-04-24,226.01389,streamflow,10136600,ft3/s,['A'],0
2018-04-25,184.39236,streamflow,10136600,ft3/s,['A'],0
2018-04-26,148.16667,streamflow,10136600,ft3/s,['A'],0
2018-04-27,119.74792,streamflow,10136600,ft3/s,['A'],0
2018-04-28,108.92465,streamflow,10136600,ft3/s,['A'],0
2018-04-29,168.72673,streamflow,10136600,ft3/s,['A'],0
2018-04-30,168.4375,streamflow,10136600,ft3/s,['A'],0
2018-05-01,215.15625,streamflow,10136600,ft3/s,['A'],0
2018-05-02,184.44792,streamflow,10136600,ft3/s,['A'],0
2018-05-03,145.07639,streamflow,10136600,ft3/s,['A'],0
2018-05-04,123.68576,streamflow,10136600,ft3/s,['A'],0
2018-05-05,90.80521,streamflow,10136600,ft3/s,['A'],0
2018-05-06,88.46597,streamflow,10136600,ft3/s,['A'],0
2018-05-07,94.55,streamflow,10136600,ft3/s,['A'],0
2018-05-08,105.57917,streamflow,10136600,ft3/s,['A'],0
2018-05-09,101.26875,streamflow,10136600,ft3/s,['A'],0
2018-05-10,114.01632,streamflow,10136600,ft3/s,['A'],0
2018-05-11,153.94444,streamflow,10136600,ft3/s,['A'],0
2018-05-12,198.89027,streamflow,10136600,ft3/s,['A'],0
2018-05-13,194.59375,streamflow,10136600,ft3/s,['A'],0
2018-05-14,182.24652,streamflow,10136600,ft3/s,['A'],0
2018-05-15,159.82986,streamflow,10136600,ft3/s,['A'],0
2018-05-16,121.15451,streamflow,10136600,ft3/s,['A'],0
2018-05-17,93.53333,streamflow,10136600,ft3/s,['A'],0
2018-05-18,88.60139,streamflow,10136600,ft3/s,['A'],0
2018-05-19,100.1993,streamflow,10136600,ft3/s,['A'],0
2018-05-20,66.061806,streamflow,10136600,ft3/s,['A'],0
2018-05-21,118.696526,streamflow,10136600,ft3/s,['A'],0
2018-05-22,131.71527,streamflow,10136600,ft3/s,['A'],0
2018-05-23,155.96527,streamflow,10136600,ft3/s,['A'],0
2018-05-24,135.8368,streamflow,10136600,ft3/s,['A'],0
2018-05-25,101.15972,streamflow,10136600,ft3/s,['A'],0
2018-05-26,109.54097,streamflow,10136600,ft3/s,['A'],0
2018-05-27,126.15938,streamflow,10136600,ft3/s,['A'],0
2018-05-28,134.26389,streamflow,10136600,ft3/s,['A'],0
2018-05-29,193.0382,streamflow,10136600,ft3/s,['A'],0
2018-05-30,162.51389,streamflow,10136600,ft3/s,['A'],0
2018-05-31,96.97361,streamflow,10136600,ft3/s,['A'],0
2018-06-01,121.267365,streamflow,10136600,ft3/s,['A'],0
2018-06-02,108.254166,streamflow,10136600,ft3/s,['A'],0
2018-06-03,101.55798,streamflow,10136600,ft3/s,['A'],0
2018-06-04,101.64965,streamflow,10136600,ft3/s,['A'],0
2018-06-05,110.513885,streamflow,10136600,ft3/s,['A'],0
2018-06-06,110.7809,streamflow,10136600,ft3/s,['A'],0
2018-06-07,109.66597,streamflow,10136600,ft3/s,['A'],0
2018-06-08,99.31597,streamflow,10136600,ft3/s,['A'],0
2018-06-09,139.45833,streamflow,10136600,ft3/s,['A'],0
2018-06-10,129.16667,streamflow,10136600,ft3/s,['A'],0
2018-06-11,137.4618,streamflow,10136600,ft3/s,['A'],0
2018-06-12,121.71632,streamflow,10136600,ft3/s,['A'],0
2018-06-13,140.875,streamflow,10136600,ft3/s,['A'],0
2018-06-14,113.00174,streamflow,10136600,ft3/s,['A'],0
2018-06-15,93.52153,streamflow,10136600,ft3/s,['A'],0
2018-06-16,111.09549,streamflow,10136600,ft3/s,['A'],0
2018-06-17,129.34862,streamflow,10136600,ft3/s,['A'],0
2018-06-18,133.35417,streamflow,10136600,ft3/s,['A'],0
2018-06-19,132.94202,streamflow,10136600,ft3/s,['A'],0
2018-06-20,87.74792,streamflow,10136600,ft3/s,['A'],0
2018-06-21,108.093056,streamflow,10136600,ft3/s,['A'],0
2018-06-22,122.30903,streamflow,10136600,ft3/s,['A'],0
2018-06-23,117.18056,streamflow,10136600,ft3/s,['A'],0
2018-06-24,130.27777,streamflow,10136600,ft3/s,['A'],0
2018-06-25,151.23611,streamflow,10136600,ft3/s,['A'],0
2018-06-26,101.63333,streamflow,10136600,ft3/s,['A'],0
2018-06-27,100.10208,streamflow,10136600,ft3/s,['A'],0
2018-06-28,105.26354,streamflow,10136600,ft3/s,['A'],0
2018-06-29,134.42014,streamflow,10136600,ft3/s,['A'],0
2018-06-30,153.33333,streamflow,10136600,ft3/s,['A'],0
2018-07-01,154.02188,streamflow,10136600,ft3/s,['A'],0
2018-07-02,156.10417,streamflow,10136600,ft3/s,['A'],0
2018-07-03,150.73611,streamflow,10136600,ft3/s,['A'],0
2018-07-04,128.09723,streamflow,10136600,ft3/s,['A'],0
2018-07-05,122.138885,streamflow,10136600,ft3/s,['A'],0
2018-07-06,110.86076,streamflow,10136600,ft3/s,['A'],0
2018-07-07,99.51285,streamflow,10136600,ft3/s,['A'],0
2018-07-08,111.51945,streamflow,10136600,ft3/s,['A'],0
2018-07-09,138.31598,streamflow,10136600,ft3/s,['A'],0
2018-07-10,132.31389,streamflow,10136600,ft3/s,['A'],0
2018-07-11,131.17084,streamflow,10136600,ft3/s,['A'],0
2018-07-12,148.56598,streamflow,10136600,ft3/s,['A'],0
2018-07-13,172.63368,streamflow,10136600,ft3/s,['A'],0
2018-07-14,143.07986,streamflow,10136600,ft3/s,['A'],0
2018-07-15,136.13403,streamflow,10136600,ft3/s,['A'],0
2018-07-16,131.10556,streamflow,10136600,ft3/s,['A'],0
2018-07-17,129.4132,streamflow,10136600,ft3/s,['A'],0
2018-07-18,132.45174,streamflow,10136600,ft3/s,['A'],0
2018-07-19,116.26667,streamflow,10136600,ft3/s,['A'],0
2018-07-20,116.14132,streamflow,10136600,ft3/s,['A'],0
2018-07-21,114.40278,streamflow,10136600,ft3/s,['A'],0
2018-07-22,136.86354,streamflow,10136600,ft3/s,['A'],0
2018-07-23,170.37152,streamflow,10136600,ft3/s,['A'],0
2018-07-24,130.61806,streamflow,10136600,ft3/s,['A'],0
2018-07-25,114.86562,streamflow,10136600,ft3/s,['A'],0
2018-07-26,96.27187,streamflow,10136600,ft3/s,['A'],0
2018-07-27,98.782295,streamflow,10136600,ft3/s,['A'],0
2018-07-28,121.43924,streamflow,10136600,ft3/s,['A'],0
2018-07-29,107.38611,streamflow,10136600,ft3/s,['A'],0
2018-07-30,121.23299,streamflow,10136600,ft3/s,['A'],0
2018-07-31,97.03611,streamflow,10136600,ft3/s,['A'],0
2018-08-01,112.4125,streamflow,10136600,ft3/s,['A'],0
2018-08-02,102.754166,streamflow,10136600,ft3/s,['A'],0
2018-08-03,130.8368,streamflow,10136600,ft3/s,['A'],0
2018-08-04,134.3993,streamflow,10136600,ft3/s,['A'],0
2018-08-05,146.54861,streamflow,10136600,ft3/s,['A'],0
2018-08-06,127.25,streamflow,10136600,ft3/s,['A'],0
2018-08-07,109.30278,streamflow,10136600,ft3/s,['A'],0
2018-08-08,104.864586,streamflow,10136600,ft3/s,['A'],0
2018-08-09,88.74514,streamflow,10136600,ft3/s,['A'],0
2018-08-10,100.89375,streamflow,10136600,ft3/s,['A'],0
